array	sample	call status	purity	ploidy	Genome doublings	delta	Coverage for 80% power	Cancer DNA fraction	Subclonal genome fraction	tau	E_CR
H4_CENTRAL_NERVOUS_SYSTEM	H4_CENTRAL_NERVOUS_SYSTEM	called	1	3.18	1	0.31	13	1	0.05	3.00416602394643	1.05310539204796
HT55_LARGE_INTESTINE	HT55_LARGE_INTESTINE	called	1	1.78	0	0.56	7	1	0.36	1.84043139878164	0.946168602373445
VMRCLCP_LUNG	VMRCLCP_LUNG	called	1	1.8	0	0.56	7	1	0.29	1.58407398499448	1.05561140459448
CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.81	0	0.55	7	1	0.39	1.89648087930495	0.981237273753179
OVKATE_OVARY	OVKATE_OVARY	called	1	2.02	0	0.5	8	1	0.1	1.80398841539786	1.10139522598648
CPCN_LUNG	CPCN_LUNG	called	1	2.11	0	0.47	8	1	0.06	1.97387773223045	1.06565462510873
MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	1.04	0	0.94	3	0.98	0.03	1.17327301585937	0.888719234099914
CAL62_THYROID	CAL62_THYROID	called	1	1.6	0	0.62	6	1	0.44	1.49182469764127	1.02798780760505
SKMES1_LUNG	SKMES1_LUNG	called	1	2.64	1	0.38	11	1	0.24	2.63794445935415	1.00761635409711
COLO704_OVARY	COLO704_OVARY	called	1	2.23	0	0.45	9	1	0.1	2.22554092849247	1.0025053656936
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.89	2.2	0	0.41	10	0.9	0.02	2.14821976817185	1.02030582701162
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	1.92	0	0.52	7	0.99	0.01	1.82202708479382	1.04491743582633
YD10B_UPPER_AERODIGESTIVE_TRACT	YD10B_UPPER_AERODIGESTIVE_TRACT	called	0.98	3.3	1	0.3	14	0.99	0.43	3.03420566126007	1.07655356636859
NCIH596_LUNG	NCIH596_LUNG	called	1	3.1	1	0.32	13	1	0.42	2.915379499977	1.04953759043027
KMRC2_KIDNEY	KMRC2_KIDNEY	called	1	1.89	0	0.53	7	1	0.28	1.61607440219289	1.10243581999058
PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.99	0	0.5	8	1	0.03	1.93479233440203	1.02792469745441
SNU308_BILIARY_TRACT	SNU308_BILIARY_TRACT	called	0.99	3.12	1	0.32	13	0.99	0.15	2.91523275555487	1.08709226009092
RERFLCMS_LUNG	RERFLCMS_LUNG	called	1	2.48	1	0.4	10	1	0.6	2.48432253338482	0.981579897262178
KALS1_CENTRAL_NERVOUS_SYSTEM	KALS1_CENTRAL_NERVOUS_SYSTEM	called	0.98	3.08	1	0.32	13	0.99	0.32	3.15803394335502	0.98885115708762
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.18	0	0.85	4	1	0.24	1.15027379885723	1.01091764492347
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	1.9	0	0.52	7	0.99	0.49	1.6652073732019	1.05143252318651
RKO_LARGE_INTESTINE	RKO_LARGE_INTESTINE	called	1	2.15	0	0.46	8	1	0.06	2.09593551449436	1.03131872149471
OVCAR4_OVARY	OVCAR4_OVARY	called	1	2.99	1	0.33	12	1	0.22	2.85765111806316	1.05435290761414
RD_SOFT_TISSUE	RD_SOFT_TISSUE	called	0.99	2.26	1	0.44	9	0.99	0.18	2.20328551920754	1.03139608065625
HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.99	0	0.5	8	1	0.07	1.84043139878164	1.08945929000912
KMBC2_URINARY_TRACT	KMBC2_URINARY_TRACT	called	1	1.8	0	0.55	7	1	0.36	1.56831218549017	1.06817293823925
CORL23_LUNG	CORL23_LUNG	called	1	2.27	1	0.44	9	1	0.24	2.22554092849247	1.01829799061752
HT115_LARGE_INTESTINE	HT115_LARGE_INTESTINE	called	1	2.1	0	0.48	8	1	0.08	2.07508060767412	1.01267613406314
KNS60_CENTRAL_NERVOUS_SYSTEM	KNS60_CENTRAL_NERVOUS_SYSTEM	NULL	1	1.2	0	0.83	4	1	0.64	1.15027379885723	1.09365989830658
HOS_BONE	HOS_BONE	called	0.99	2.26	1	0.44	9	0.99	0.15	2.01365134606028	1.10693620864476
HEC50B_ENDOMETRIUM	HEC50B_ENDOMETRIUM	called	1	2.32	1	0.43	9	1	0.04	2.33964685192599	0.989355999114717
KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.86	0	0.54	7	1	0.1	1.7332530178674	1.10059221656861
SNU620_STOMACH	SNU620_STOMACH	called	0.98	3.27	1	0.3	13	0.99	0.14	3.03420566126007	1.09080835093758
WM115_SKIN	WM115_SKIN	called	1	2.03	0	0.49	8	1	0.09	1.85892804184634	1.0941882335875
HT144_SKIN	HT144_SKIN	called	1	2.91	1	0.34	12	1	0.44	2.69123447234926	1.08628354065795
MKN74_STOMACH	MKN74_STOMACH	called	1	2.3	1	0.44	9	1	0.07	2.07508060767412	1.0991386185037
ACCMESO1_PLEURA	ACCMESO1_PLEURA	NULL	0.99	1.1	0	0.9	4	0.99	0.45	1.150215900301	0.957120468459571
NCIH358_LUNG	NCIH358_LUNG	called	0.98	3.46	1	0.29	14	0.99	0.13	3.45543952788722	1.00351358341113
CAS1_CENTRAL_NERVOUS_SYSTEM	CAS1_CENTRAL_NERVOUS_SYSTEM	called	1	1.87	0	0.53	7	1	0.47	1.7332530178674	1.06370896762195
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.33	0	0.42	9	0.99	0.1	2.33952908676874	0.981122720015961
NCIH1963_LUNG	NCIH1963_LUNG	called	1	2.05	0	0.49	8	1	0.07	2.05443321064389	0.996847592084908
CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.94	0	0.52	7	1	0.29	1.84043139878164	1.04121896608315
SNU761_LIVER	SNU761_LIVER	called	1	2.24	0	0.45	9	1	0.06	2.29331874026418	0.991030499074434
PK59_PANCREAS	PK59_PANCREAS	called	1	3.46	1	0.29	14	1	0.29	3.32011692273655	1.03136872536199
SNU1197_LARGE_INTESTINE	SNU1197_LARGE_INTESTINE	called	0.99	2.09	0	0.47	8	0.99	0.41	2.05432980159738	1.03756674111361
HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.84	1	0.35	11	1	0.05	2.915379499977	0.973660140011568
BT549_BREAST	BT549_BREAST	NULL	1	1.34	0	0.75	5	1	0.59	1.32312981233744	1.0450381620781
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.1	0	0.47	8	0.99	0.06	2.15965754284322	0.976887089952653
ISTMES1_PLEURA	ISTMES1_PLEURA	called	1	3.31	1	0.3	13	1	0.09	3.42122953628967	0.972986050158586
MFE280_ENDOMETRIUM	MFE280_ENDOMETRIUM	called	1	2.54	1	0.39	10	1	0.15	2.48432253338482	1.00950436400792
HEC251_ENDOMETRIUM	HEC251_ENDOMETRIUM	called	1	2.06	0	0.48	8	1	0.03	1.89648087930495	1.10503817878449
BFTC909_KIDNEY	BFTC909_KIDNEY	called	1	2	0	0.5	8	1	0.68	1.82211880039051	1.10359619557903
UACC62_SKIN	UACC62_SKIN	called	1	1.81	0	0.55	7	1	0.29	1.66529119494589	1.03450644630307
CAKI1_KIDNEY	CAKI1_KIDNEY	called	0.98	3.28	1	0.3	13	0.99	0.48	3.18977271214321	1.03688433598156
HCC15_LUNG	HCC15_LUNG	called	0.99	1.73	0	0.57	7	0.99	0.03	1.8588344734717	0.928039302066808
RPMI7951_SKIN	RPMI7951_SKIN	called	1	2.53	1	0.4	10	1	0.2	2.43512965128987	1.00410107869667
NCIH211_LUNG	NCIH211_LUNG	called	1	1.92	0	0.52	7	1	0.06	1.84043139878164	1.03350172297967
RMUGS_OVARY	RMUGS_OVARY	called	1	1.76	0	0.57	7	1	0.05	1.64872127070013	1.07439213671779
SNU886_LIVER	SNU886_LIVER	called	1	1.93	0	0.52	7	1	0.08	1.84043139878164	1.05271498894758
NCIH2405_LUNG	NCIH2405_LUNG	called	1	1.9	0	0.53	7	1	0.12	2.03399125864675	0.961745805055538
BT20_BREAST	BT20_BREAST	called	1	2.62	1	0.38	10	1	0.11	2.7731947639643	0.93727388112751
SNU503_LARGE_INTESTINE	SNU503_LARGE_INTESTINE	called	0.99	2.72	1	0.36	11	0.99	0.52	2.29320330701328	1.14226525340049
OUMS23_LARGE_INTESTINE	OUMS23_LARGE_INTESTINE	called	1	2.85	1	0.35	11	1	0.32	2.63794445935415	1.06251231846167
NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.06	0	0.49	8	1	0.14	1.95423732063594	1.07185933244319
NCIH2444_LUNG	NCIH2444_LUNG	called	1	1.53	0	0.66	6	1	0.5	1.49182469764127	1.07508508223198
MELJUSO_SKIN	MELJUSO_SKIN	called	1	2.23	0	0.45	9	1	0.12	2.07508060767412	1.05910055380346
HEC6_ENDOMETRIUM	HEC6_ENDOMETRIUM	called	1	1.96	0	0.51	8	1	0.42	1.7506725002961	1.03481893187643
LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.96	0	0.51	8	1	0.03	1.89648087930495	1.02774581205411
SNU349_KIDNEY	SNU349_KIDNEY	called	1	3.31	1	0.3	13	1	0.05	3.064854203293	1.07581681112064
SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.97	0	0.51	8	1	0.44	1.69893230861855	1.04989042008859
C32_SKIN	C32_SKIN	called	1	2.11	0	0.48	8	1	0.05	1.87761057926434	1.12285501763532
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.08	0	0.48	8	0.99	0.2	1.93469494742958	1.07468063360967
CAKI2_KIDNEY	CAKI2_KIDNEY	NULL	1	1.43	0	0.7	5	1	0.57	1.24607673058738	1.08391681710288
NCIH1703_LUNG	NCIH1703_LUNG	called	1	2.44	1	0.41	10	1	0.12	2.36316069370579	1.01958996181922
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.11	0	0.47	8	1	0.03	2.20339642625594	0.95972449646259
OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.15	0	0.47	8	1	0.02	2.05443321064389	1.03262175826576
CL14_LARGE_INTESTINE	CL14_LARGE_INTESTINE	called	1	1.92	0	0.52	7	1	0.48	1.87761057926434	0.993100013160246
YD15_SALIVARY_GLAND	YD15_SALIVARY_GLAND	called	1	3.03	1	0.33	12	1	0.05	3.15819290968977	0.958943814164649
JHOS4_OVARY	JHOS4_OVARY	called	1	1.67	0	0.6	6	1	0.41	1.52196155561863	1.08794005872371
M059K_CENTRAL_NERVOUS_SYSTEM	M059K_CENTRAL_NERVOUS_SYSTEM	called	1	4.06	2	0.25	17	1	0.23	3.78104338756878	1.07066636460611
CADOES1_BONE	CADOES1_BONE	called	1	2.1	0	0.48	8	1	0	2.20339642625594	0.960164549048149
LOVO_LARGE_INTESTINE	LOVO_LARGE_INTESTINE	called	1	2.2	0	0.46	9	1	0.07	2.07508060767412	1.04850308053924
NCIH2073_LUNG	NCIH2073_LUNG	called	0.99	2.57	1	0.39	10	0.99	0.24	2.41077835477698	1.04974295377755
LU99_LUNG	LU99_LUNG	called	0.99	2.71	1	0.37	11	0.99	0.1	2.41077835477698	1.12160899069702
CORL95_LUNG	CORL95_LUNG	called	1	2.92	1	0.34	12	1	0.17	2.88637098926796	1.01694228009477
CHP212_AUTONOMIC_GANGLIA	CHP212_AUTONOMIC_GANGLIA	called	1	2.04	0	0.49	8	1	0.05	1.93479233440203	1.05633192091176
LU65_LUNG	LU65_LUNG	called	1	2.35	1	0.43	9	1	0.21	2.22554092849247	1.03497708957355
NCIH2029_LUNG	NCIH2029_LUNG	called	1	1.9	0	0.53	7	1	0.22	1.89648087930495	0.942714736921912
C3A_LIVER	C3A_LIVER	called	1	2.29	0	0.44	9	1	0.07	2.13827622049682	1.07159217138324
NCIH1341_LUNG	NCIH1341_LUNG	called	1	2.04	0	0.49	8	1	0.4	1.84043139878164	1.03630103670515
786O_KIDNEY	786O_KIDNEY	called	1	3.71	1	0.27	15	1	0.18	3.52542148736538	1.03534637268894
NCIH2172_LUNG	NCIH2172_LUNG	called	1	4.64	2	0.22	19	1	0.21	4.30595952834521	1.07182356050392
SCABER_URINARY_TRACT	SCABER_URINARY_TRACT	called	1	3.24	1	0.31	13	1	0.53	2.88637098926796	1.10735574414836
CALU6_LUNG	CALU6_LUNG	called	1	2.71	1	0.37	11	1	0.23	2.66445624192942	1.01594952158459
SNU475_LIVER	SNU475_LIVER	called	1	3.04	1	0.33	12	1	0.18	3.03435839443568	0.992588687210296
BHY_UPPER_AERODIGESTIVE_TRACT	BHY_UPPER_AERODIGESTIVE_TRACT	called	0.99	2.85	1	0.35	12	0.99	0.46	2.55985256272269	1.08104374813257
IM95_STOMACH	IM95_STOMACH	called	1	2.09	0	0.48	8	1	0.03	1.93479233440203	1.07914160264347
MKN1_STOMACH	MKN1_STOMACH	called	1	3.15	1	0.32	13	1	0.29	3.09565650012471	1.01991538049789
KPNSI9S_AUTONOMIC_GANGLIA	KPNSI9S_AUTONOMIC_GANGLIA	called	1	2.31	1	0.43	9	1	0.16	2.22554092849247	1.05439073564045
BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.08	0	0.48	8	1	0.09	1.97387773223045	1.04865213510579
NCIH1436_LUNG	NCIH1436_LUNG	called	1	2.06	0	0.49	8	1	0.03	1.95423732063594	1.05252515601451
SNGM_ENDOMETRIUM	SNGM_ENDOMETRIUM	called	0.96	2	0	0.48	8	0.96	0.12	1.99207738336716	1.01099701753485
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.87	0	0.53	7	1	0.2	1.66529119494589	1.0805679964531
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	called	1	2.01	0	0.5	8	1	0.03	2.05443321064389	0.978425170114464
MDAMB134VI_BREAST	MDAMB134VI_BREAST	called	1	1.99	0	0.5	8	1	0.17	2.03399125864675	0.983570301180182
SW620_LARGE_INTESTINE	SW620_LARGE_INTESTINE	called	1	2.21	1	0.45	9	1	0.15	2.33964685192599	0.94489803059964
TUHR10TKB_KIDNEY	TUHR10TKB_KIDNEY	called	1	1.88	0	0.53	7	1	0.17	1.64872127070013	1.10190875980871
OVCAR8_OVARY	OVCAR8_OVARY	called	1	2.56	1	0.39	10	1	0.16	2.31636697678109	1.09789999686507
HCC2935_LUNG	HCC2935_LUNG	NULL	1	1.52	0	0.66	6	1	0.42	1.55270721851134	0.980263806576356
RKN_SOFT_TISSUE	RKN_SOFT_TISSUE	called	1	4.63	2	0.22	19	1	0.3	4.34923514106274	1.06421099469092
NCIH1373_LUNG	NCIH1373_LUNG	called	1	2.87	1	0.35	12	1	0.35	2.45960311115695	1.13209682823438
CJM_SKIN	CJM_SKIN	called	1	1.38	0	0.73	5	1	0.36	1.36342511413218	1.04383989253139
8MGBA_CENTRAL_NERVOUS_SYSTEM	8MGBA_CENTRAL_NERVOUS_SYSTEM	called	1	2.31	1	0.43	9	1	0.28	2.15976625378492	1.05384598732793
42MGBA_CENTRAL_NERVOUS_SYSTEM	42MGBA_CENTRAL_NERVOUS_SYSTEM	NULL	1	1.33	0	0.75	5	1	0.64	1.23367805995674	1.06038026848634
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.28	1	0.44	9	1	0.31	2.20339642625594	1.00767941032623
SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.85	0	0.54	7	1	0.06	1.82211880039051	1.02554282291588
HUCCT1_BILIARY_TRACT	HUCCT1_BILIARY_TRACT	called	0.98	3.28	1	0.3	13	0.99	0.26	3.85723136877726	0.861387887973794
HCC1395_BREAST	HCC1395_BREAST	called	1	1.48	0	0.67	5	1	0.34	1.32312981233744	1.08189935751211
DV90_LUNG	DV90_LUNG	called	0.99	2.06	0	0.48	8	0.99	0.04	2.15965754284322	0.95334653271194
SKMEL2_SKIN	SKMEL2_SKIN	called	1	2.18	0	0.46	9	1	0.18	1.9155408290139	1.10690877489659
BT474_BREAST	BT474_BREAST	called	1	2.68	1	0.37	11	1	0.37	2.41089970641721	1.07927358463436
UMUC3_URINARY_TRACT	UMUC3_URINARY_TRACT	called	0.98	3.61	2	0.27	15	0.99	0.22	3.6691119750881	0.972002788257876
COLO783_SKIN	COLO783_SKIN	called	1	2.8	1	0.36	11	1	0.28	2.63794445935415	1.06603997204418
SW480_LARGE_INTESTINE	SW480_LARGE_INTESTINE	called	0.99	2.56	1	0.39	10	0.99	0.14	2.38679070935304	1.05823433018155
OV90_OVARY	OV90_OVARY	called	1	1.93	0	0.52	7	1	0.26	1.9155408290139	0.965782462913927
SNU283_LARGE_INTESTINE	SNU283_LARGE_INTESTINE	called	1	1.85	0	0.54	7	1	0.46	1.85892804184634	0.989742083940511
NCIH510_LUNG	NCIH510_LUNG	called	0.99	2.77	1	0.36	11	0.99	0.06	2.63781167951012	1.05782371919112
KYSE70_OESOPHAGUS	KYSE70_OESOPHAGUS	called	1	2.69	1	0.37	11	1	0.37	2.55998141832927	1.05972367826172
SNU324_PANCREAS	SNU324_PANCREAS	called	1	2.06	0	0.49	8	1	0.14	1.89648087930495	1.09047050660232
NCIH2009_LUNG	NCIH2009_LUNG	called	1	2.36	1	0.42	9	1	0.45	2.5092903899363	0.917523321583822
JHOC5_OVARY	JHOC5_OVARY	called	1	2.82	1	0.35	11	1	0.14	2.74560101501692	1.03903233803366
5637_URINARY_TRACT	5637_URINARY_TRACT	called	0.99	3.06	1	0.32	13	0.99	0.1	2.97412436370697	1.0359885272217
SIMA_AUTONOMIC_GANGLIA	SIMA_AUTONOMIC_GANGLIA	called	1	1.99	0	0.5	8	1	0.08	1.87761057926434	1.06425011311321
COLO680N_OESOPHAGUS	COLO680N_OESOPHAGUS	called	1	2.89	1	0.35	12	1	0.35	2.71828182845905	1.08775591720506
NCIH1355_LUNG	NCIH1355_LUNG	called	1	2.4	1	0.42	9	1	0.09	2.24790798667647	1.05968961073745
COV504_OVARY	COV504_OVARY	called	1	1.67	0	0.6	6	1	0.52	1.55270721851134	1.02422024379172
LK2_LUNG	LK2_LUNG	called	1	1.2	0	0.83	4	1	0.32	1.23367805995674	1.05851368234086
NCIH1092_LUNG	NCIH1092_LUNG	called	1	2.86	1	0.35	11	1	0.49	2.82921701435156	1.0268402045388
NCIH1650_LUNG	NCIH1650_LUNG	called	0.99	2.08	1	0.48	8	0.99	0.35	1.84033876142788	1.13668787817468
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.1	0	0.48	8	1	0.06	1.87761057926434	1.10578120376331
CAPAN1_PANCREAS	CAPAN1_PANCREAS	called	1	2.91	1	0.34	12	1	0.36	2.43512965128987	1.16557997055971
HCC56_LARGE_INTESTINE	HCC56_LARGE_INTESTINE	called	0.98	2.94	1	0.34	12	0.99	0.22	3.09550068153429	0.940754497138465
SNU719_STOMACH	SNU719_STOMACH	called	1	2.3	0	0.44	9	1	0.1	2.33964685192599	0.989577178423529
OCUM1_STOMACH	OCUM1_STOMACH	called	1	2.35	0	0.43	9	1	0.06	2.20339642625594	1.05303537876774
NCIH1975_LUNG	NCIH1975_LUNG	called	1	2.9	1	0.34	12	1	0.64	2.66445624192942	1.09589930720305
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.46	1	0.41	10	1	0.43	2.13827622049682	1.12282427168059
KYSE270_OESOPHAGUS	KYSE270_OESOPHAGUS	called	1	1.46	0	0.68	5	1	0.31	1.39096812846378	1.06877636637726
AGS_STOMACH	AGS_STOMACH	called	1	2.1	0	0.48	8	1	0.03	1.99371553324308	1.05439025118636
KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.13	0	0.47	8	0.99	0.06	2.15965754284322	0.997223405388199
NCIH2023_LUNG	NCIH2023_LUNG	called	1	2.66	1	0.38	11	1	0.34	2.41089970641721	1.09510287217383
NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.05	0	0.49	8	1	0.05	1.89648087930495	1.09821040500147
QGP1_PANCREAS	QGP1_PANCREAS	called	1	4.13	2	0.24	17	1	0.22	3.66929666761924	1.14734451614783
NCIH460_LUNG	NCIH460_LUNG	called	1	2.54	1	0.39	10	1	0.08	2.38691085352428	1.0545555097707
NCIH1573_LUNG	NCIH1573_LUNG	called	1	1.71	0	0.58	6	1	0.09	1.68202764969889	0.994106349783575
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.2	0	0.45	9	1	0.25	2.15976625378492	1.01884275770153
SNU46_UPPER_AERODIGESTIVE_TRACT	SNU46_UPPER_AERODIGESTIVE_TRACT	called	1	2.95	1	0.34	12	1	0.54	2.69123447234926	1.04530911947787
SNU8_OVARY	SNU8_OVARY	called	0.99	2.9	1	0.34	12	0.99	0.28	2.77305517635209	1.05542652944401
OUMS27_BONE	OUMS27_BONE	NULL	1	7.37	2	0.14	39	1	0.13	7.84596981031845	1.1103973677926
SNU449_LIVER	SNU449_LIVER	called	1	2.49	1	0.4	10	1	0.19	2.5092903899363	0.973093678570558
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.36	0	0.73	5	1	0.31	1.22140275816017	1.05681519610461
YH13_CENTRAL_NERVOUS_SYSTEM	YH13_CENTRAL_NERVOUS_SYSTEM	called	1	1.96	0	0.51	8	1	0.21	1.89648087930495	1.00245352183551
ZR751_BREAST	ZR751_BREAST	called	1	3.3	1	0.3	13	1	0.25	3.00416602394643	1.10663909552465
SCC25_UPPER_AERODIGESTIVE_TRACT	SCC25_UPPER_AERODIGESTIVE_TRACT	called	0.99	2.01	0	0.49	8	0.99	0.32	1.82202708479382	1.02941721705534
SNU5_STOMACH	SNU5_STOMACH	called	1	4.22	2	0.24	17	1	0.14	3.85742553069697	1.10221799220964
PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.98	4.03	1	0.25	17	0.99	0.35	3.74323295369309	1.07187248667747
NCIH1836_LUNG	NCIH1836_LUNG	called	0.99	3.07	1	0.32	13	0.99	0.29	2.71814500486675	1.11312101562522
GCT_SOFT_TISSUE	GCT_SOFT_TISSUE	called	1	2.87	1	0.35	12	1	0.39	2.66445624192942	1.07044139241455
MALME3M_SKIN	MALME3M_SKIN	called	1	1.95	0	0.51	8	1	0.5	1.71600686218486	1.0819215831846
GI1_CENTRAL_NERVOUS_SYSTEM	GI1_CENTRAL_NERVOUS_SYSTEM	called	1	2.29	1	0.44	9	1	0.44	2.11700001661267	1.07858712066929
CAL851_BREAST	CAL851_BREAST	called	1	2.65	1	0.38	11	1	0.34	2.43512965128987	1.09205296539933
A673_BONE	A673_BONE	called	1	2.01	0	0.5	8	1	0.12	1.97387773223045	1.02704309430613
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.98	2.06	0	0.48	8	0.98	0.07	1.99331143347382	1.03924022973646
CCK81_LARGE_INTESTINE	CCK81_LARGE_INTESTINE	called	1	1.98	0	0.51	8	1	0.17	1.89648087930495	0.993411978602211
MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.83	0	0.55	7	1	0.33	1.68202764969889	1.00466232740902
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.79	0	0.56	7	1	0.53	1.59999419321736	1.05787330080091
CHL1_SKIN	CHL1_SKIN	called	0.98	3.49	1	0.28	14	0.99	0.25	3.28691575350918	1.0760198280797
TE14_OESOPHAGUS	TE14_OESOPHAGUS	called	1	1.8	0	0.56	7	1	0.52	1.87761057926434	0.953027433818225
HEC151_ENDOMETRIUM	HEC151_ENDOMETRIUM	called	1	2	0	0.5	8	1	0.02	1.95423732063594	1.02693729131915
LN18_CENTRAL_NERVOUS_SYSTEM	LN18_CENTRAL_NERVOUS_SYSTEM	called	1	2.6	1	0.39	10	1	0.29	2.43512965128987	1.04017923713633
HCC78_LUNG	HCC78_LUNG	called	0.97	2.15	0	0.45	9	0.97	0.25	2.03305744905953	1.02826205383784
KYSE450_OESOPHAGUS	KYSE450_OESOPHAGUS	called	1	2.39	1	0.42	9	1	0.17	2.1814722654982	1.07778882276756
NCIH2196_LUNG	NCIH2196_LUNG	called	1	1.79	0	0.56	7	1	0.12	1.66529119494589	1.07951711183036
KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.98	2	0	0.49	8	0.98	0.03	2.11657092870922	0.950195081211112
NCIH1930_LUNG	NCIH1930_LUNG	called	1	3.08	1	0.32	12	1	0.47	2.88637098926796	1.05357177499147
CAPAN2_PANCREAS	CAPAN2_PANCREAS	called	1	1.79	0	0.56	7	1	0.19	1.59999419321736	1.06139706922553
IGR39_SKIN	IGR39_SKIN	NULL	1	1.49	0	0.67	5	1	0.63	1.33642748802547	0.965299305007897
EFE184_ENDOMETRIUM	EFE184_ENDOMETRIUM	called	1	1.9	0	0.53	7	1	0.6	1.66529119494589	1.04354969748276
