array	sample	call status	purity	ploidy	Genome doublings	delta	Coverage for 80% power	Cancer DNA fraction	Subclonal genome fraction	tau	E_CR
CAPAN1_PANCREAS	CAPAN1_PANCREAS	high non-clonal	1	2.91	1	0.34	12	1	0.36	2.43512965128987	1.16557997055971
HCC56_LARGE_INTESTINE	HCC56_LARGE_INTESTINE	high non-clonal	0.98	2.94	1	0.34	12	0.99	0.22	3.09550068153429	0.940754497138465
SNU719_STOMACH	SNU719_STOMACH	called	1	2.3	0	0.44	9	1	0.1	2.33964685192599	0.989577178423529
OCUM1_STOMACH	OCUM1_STOMACH	called	1	2.35	0	0.43	9	1	0.06	2.20339642625594	1.05303537876774
CORL23_LUNG	CORL23_LUNG	high non-clonal	1	4.46	2	0.22	18	1	0.21	4.43709551900366	1.01829799061752
AGS_STOMACH	AGS_STOMACH	called	1	2.1	0	0.48	8	1	0.03	1.99371553324308	1.05439025118636
NCIH2085_LUNG	NCIH2085_LUNG	high non-clonal	1	2.66	1	0.38	11	1	0.33	2.5092903899363	1.0738014117256
NCIH2023_LUNG	NCIH2023_LUNG	high non-clonal	1	2.66	1	0.38	11	1	0.34	2.41089970641721	1.09510287217383
NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.05	0	0.49	8	1	0.05	1.89648087930495	1.09821040500147
KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.97	0	0.51	8	1	0.06	1.95423732063594	1.0313402055566
NCIH460_LUNG	NCIH460_LUNG	called	1	2.54	1	0.39	10	1	0.08	2.38691085352428	1.0545555097707
SF126_CENTRAL_NERVOUS_SYSTEM	SF126_CENTRAL_NERVOUS_SYSTEM	called	1	2	0	0.5	8	1	0.09	1.87761057926434	1.06842987192089
NCIH1573_LUNG	NCIH1573_LUNG	called	1	1.71	0	0.58	6	1	0.09	1.68202764969889	0.994106349783575
A2058_SKIN	A2058_SKIN	called	1	2.21	0	0.45	9	1	0.11	2.05443321064389	1.05932720099954
A253_SALIVARY_GLAND	A253_SALIVARY_GLAND	high non-clonal	1	2.95	1	0.34	12	1	0.44	2.61169647342312	1.09913310630511
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	high non-clonal	0.98	4.41	2	0.22	18	0.99	0.2	4.34901622410957	1.01884275770153
HCC1395_BREAST	HCC1395_BREAST	called	1	2.87	1	0.35	12	1	0.18	2.63794445935415	1.08189935751211
HUH1_LIVER	HUH1_LIVER	high non-clonal	0.99	2.94	1	0.34	12	0.99	0.24	2.77305517635209	1.06920663453256
SNU449_LIVER	SNU449_LIVER	called	1	2.49	1	0.4	10	1	0.19	2.5092903899363	0.973093678570558
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	high non-clonal	1	2.62	1	0.38	10	1	0.26	2.43512965128987	1.05681519610461
YH13_CENTRAL_NERVOUS_SYSTEM	YH13_CENTRAL_NERVOUS_SYSTEM	high non-clonal	1	1.96	0	0.51	8	1	0.21	1.89648087930495	1.00245352183551
ZR751_BREAST	ZR751_BREAST	high non-clonal	1	3.3	1	0.3	13	1	0.25	3.00416602394643	1.10663909552465
SCC25_UPPER_AERODIGESTIVE_TRACT	SCC25_UPPER_AERODIGESTIVE_TRACT	high non-clonal	0.98	3.78	1	0.26	16	0.99	0.33	3.63260370094305	1.02941721705534
NCIH1836_LUNG	NCIH1836_LUNG	high non-clonal	0.99	3.07	1	0.32	13	0.99	0.29	2.71814500486675	1.11312101562522
SKNBE2_AUTONOMIC_GANGLIA	SKNBE2_AUTONOMIC_GANGLIA	called	1	1.96	0	0.51	8	1	0.12	1.84043139878164	1.07078814382113
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.02	0	0.49	8	1	0.05	1.85892804184634	1.0944834085554
A673_BONE	A673_BONE	called	1	2.01	0	0.5	8	1	0.12	1.97387773223045	1.02704309430613
NCIH1155_LUNG	NCIH1155_LUNG	called	1	2.08	1	0.48	8	1	0.05	2.07508060767412	1.00376069300002
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	high non-clonal	0.97	3.41	1	0.29	14	0.98	0.21	3.18928671883188	1.05787330080091
CHL1_SKIN	CHL1_SKIN	high non-clonal	0.98	3.49	1	0.28	14	0.99	0.25	3.28691575350918	1.0760198280797
L33_PANCREAS	L33_PANCREAS	high non-clonal	1	4.26	2	0.23	18	1	0.36	3.74342137726086	1.10507331064658
LN18_CENTRAL_NERVOUS_SYSTEM	LN18_CENTRAL_NERVOUS_SYSTEM	high non-clonal	1	2.6	1	0.39	10	1	0.29	2.43512965128987	1.04017923713633
HCC78_LUNG	HCC78_LUNG	high non-clonal	0.94	4.2	1	0.23	18	0.97	0.25	4.09407494248666	1.02826205383784
KYSE450_OESOPHAGUS	KYSE450_OESOPHAGUS	called	1	2.39	1	0.42	9	1	0.17	2.1814722654982	1.07778882276756
NCIH2196_LUNG	NCIH2196_LUNG	called	1	1.79	0	0.56	7	1	0.12	1.66529119494589	1.07951711183036
KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.98	2	0	0.49	8	0.98	0.03	2.11657092870922	0.950195081211112
CAPAN2_PANCREAS	CAPAN2_PANCREAS	called	1	3.32	1	0.3	14	1	0.19	3.18993327611618	1.06139706922553
LOUNH91_LUNG	LOUNH91_LUNG	called	1	2.16	1	0.46	8	1	0.17	2.11700001661267	1.02839279043494
SW1116_LARGE_INTESTINE	SW1116_LARGE_INTESTINE	called	0.97	2.76	1	0.35	11	0.98	0.02	2.61116711709083	1.05564986475937
NCIH2347_LUNG	NCIH2347_LUNG	high non-clonal	1	3.79	1	0.26	16	1	0.36	3.63278655575281	1.06128934668594
KYSE270_OESOPHAGUS	KYSE270_OESOPHAGUS	high non-clonal	1	2.99	2	0.33	12	1	0.21	2.7731947639643	1.06877636637726
PK45H_PANCREAS	PK45H_PANCREAS	high non-clonal	1	2.25	1	0.45	9	1	0.35	2.20339642625594	0.988142347848017
SNU1196_BILIARY_TRACT	SNU1196_BILIARY_TRACT	high non-clonal	1	2.54	1	0.39	10	1	0.36	2.38691085352428	1.04540456224412
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.04	0	0.49	8	1	0.07	2.20339642625594	0.925988645606694
CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.98	1.99	0	0.49	8	0.98	0.02	1.75031766213507	1.12360760799295
HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.97	0	0.51	8	1	0.05	1.85892804184634	1.05815446482349
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.97	0	0.51	8	1	0.12	1.9155408290139	1.03435364786347
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	high non-clonal	0.98	3.51	1	0.28	14	0.99	0.39	3.31994980602353	1.05143252318651
LS1034_LARGE_INTESTINE	LS1034_LARGE_INTESTINE	called	1	3.11	1	0.32	13	1	0.2	2.88637098926796	1.07202072033362
PATU8988T_PANCREAS	PATU8988T_PANCREAS	called	1	3.03	1	0.33	12	1	0.19	3.00416602394643	1.0058615218255
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	high non-clonal	1	1.92	0	0.52	7	1	0.32	1.68202764969889	1.09794911424296
BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.14	0	0.46	8	0.99	0.09	2.01365134606028	1.06018637507381
SW620_LARGE_INTESTINE	SW620_LARGE_INTESTINE	called	1	2.21	1	0.45	9	1	0.15	2.33964685192599	0.94489803059964
NCIH1792_LUNG	NCIH1792_LUNG	called	1	2.28	1	0.44	9	1	0.17	2.15976625378492	1.04706665405116
8505C_THYROID	8505C_THYROID	high non-clonal	1	2.83	1	0.35	11	1	0.38	2.85765111806316	0.985151110890776
NCIH146_LUNG	NCIH146_LUNG	high non-clonal	1	3.08	1	0.32	12	1	0.22	2.85765111806316	1.07429047510065
HT29_LARGE_INTESTINE	HT29_LARGE_INTESTINE	high non-clonal	1	3.12	1	0.32	13	1	0.23	2.94467955106552	1.05855595940261
TUHR4TKB_KIDNEY	TUHR4TKB_KIDNEY	high non-clonal	1	2.44	1	0.41	10	1	0.44	2.45960311115695	0.926371878195372
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	high non-clonal	1	2.28	1	0.44	9	1	0.31	2.20339642625594	1.00767941032623
HCC366_LUNG	HCC366_LUNG	high non-clonal	1	2.48	1	0.4	10	1	0.2	2.55998141832927	0.975163835325315
EPLC272H_LUNG	EPLC272H_LUNG	called	1	3.19	1	0.31	13	1	0.12	3.81904350536634	0.847728257173426
AM38_CENTRAL_NERVOUS_SYSTEM	AM38_CENTRAL_NERVOUS_SYSTEM	high non-clonal	1	3.39	1	0.29	14	1	0.21	3.49034295746184	0.984076942570261
HEC151_ENDOMETRIUM	HEC151_ENDOMETRIUM	called	1	2	0	0.5	8	1	0.02	1.95423732063594	1.02693729131915
UACC257_SKIN	UACC257_SKIN	high non-clonal	1	3.4	1	0.29	14	1	0.38	3.03435839443568	1.10253253331509
AU565_BREAST	AU565_BREAST	called	1	3.75	1	0.27	15	1	0.17	3.52542148736538	1.09561787650607
SNU398_LIVER	SNU398_LIVER	high non-clonal	0.99	2.69	1	0.37	11	0.99	0.13	2.69109901017445	0.992737299101229
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	high non-clonal	0.99	2.99	1	0.33	12	0.99	0.25	2.88622570497723	1.06440027354889
WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.07	0	0.48	8	0.99	0.05	2.09583001644655	1.00551644410147
SKMEL30_SKIN	SKMEL30_SKIN	high non-clonal	1	3.84	1	0.26	16	1	0.45	3.45561346476268	1.06228408597457
LN229_CENTRAL_NERVOUS_SYSTEM	LN229_CENTRAL_NERVOUS_SYSTEM	high non-clonal	1	3.81	2	0.26	16	1	0.37	3.56085256235552	1.06823885529777
K029AX_SKIN	K029AX_SKIN	high non-clonal	1	1.93	0	0.52	7	1	0.04	1.7332530178674	1.1042882784119
SKHEP1_LIVER	SKHEP1_LIVER	high non-clonal	1	2.89	1	0.35	12	1	0.32	2.80106583469908	1.03638872635209
NCIH82_LUNG	NCIH82_LUNG	high non-clonal	1	2.7	1	0.37	11	1	0.24	2.48432253338482	1.04935417072508
MORCPR_LUNG	MORCPR_LUNG	high non-clonal	1	2.51	1	0.4	10	1	0.2	2.38691085352428	1.03329846913169
SHP77_LUNG	SHP77_LUNG	high non-clonal	1	2.09	1	0.48	8	1	0.28	2.11700001661267	0.987794541861355
NCIH1373_LUNG	NCIH1373_LUNG	high non-clonal	1	2.87	1	0.35	12	1	0.35	2.45960311115695	1.13209682823438
TE1_OESOPHAGUS	TE1_OESOPHAGUS	high non-clonal	0.99	2.71	1	0.37	11	0.99	0.2	2.66432212762577	1.02839038262654
NCIH1618_LUNG	NCIH1618_LUNG	called	0.99	3.1	1	0.32	13	0.99	0.18	2.97412436370697	1.03849922807459
WM2664_SKIN	WM2664_SKIN	high non-clonal	1	3.65	1	0.27	15	1	0.25	3.63278655575281	0.995380016086807
NCIH596_LUNG	NCIH596_LUNG	high non-clonal	1	3.1	1	0.32	13	1	0.42	2.915379499977	1.04953759043027
MG63_BONE	MG63_BONE	high non-clonal	1	3.22	1	0.31	13	1	0.22	3.03435839443568	1.07694862344459
SKCO1_LARGE_INTESTINE	SKCO1_LARGE_INTESTINE	high non-clonal	1	3.68	1	0.27	15	1	0.32	3.18993327611618	1.14516974249346
REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	high non-clonal	1	1.84	0	0.54	7	1	0.28	1.76826705143374	1.02715596882361
MKN45_STOMACH	MKN45_STOMACH	called	1	1.85	0	0.54	7	1	0.06	1.76826705143374	1.06155724810137
LMSU_STOMACH	LMSU_STOMACH	called	1	2.6	1	0.39	10	1	0.13	2.43512965128987	1.06479230576289
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.99	0	0.5	8	1	0.03	1.93479233440203	1.01886004349281
SNU216_STOMACH	SNU216_STOMACH	high non-clonal	1	2.22	1	0.45	9	1	0.35	2.07508060767412	1.02499285411036
GOS3_CENTRAL_NERVOUS_SYSTEM	GOS3_CENTRAL_NERVOUS_SYSTEM	called	1	1.86	0	0.54	7	1	0.09	1.7332530178674	1.07903109742165
SNU520_STOMACH	SNU520_STOMACH	called	0.98	2.29	0	0.43	9	0.98	0.01	2.13784282018824	1.07800984715436
NCIH747_LARGE_INTESTINE	NCIH747_LARGE_INTESTINE	high non-clonal	1	3.1	1	0.32	13	1	0.23	2.82921701435156	1.09693557200505
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.97	0	0.51	8	1	0.08	2.03399125864675	0.967283922008974
OVKATE_OVARY	OVKATE_OVARY	high non-clonal	1	2.02	0	0.5	8	1	0.1	1.80398841539786	1.10139522598648
OVTOKO_OVARY	OVTOKO_OVARY	high non-clonal	0.98	3.43	1	0.29	14	0.99	0.21	3.18977271214321	1.07086611544076
CAOV3_OVARY	CAOV3_OVARY	high non-clonal	1	3.28	1	0.3	13	1	0.27	3.12676836518616	1.06408069461254
NCIH1623_LUNG	NCIH1623_LUNG	called	0.99	2.82	1	0.35	11	0.99	0.15	2.66432212762577	1.04196034304193
JHH7_LIVER	JHH7_LIVER	called	1	3.1	1	0.32	13	1	0.15	3.03435839443568	1.03532803025487
GAMG_CENTRAL_NERVOUS_SYSTEM	GAMG_CENTRAL_NERVOUS_SYSTEM	high non-clonal	0.99	2.88	1	0.34	12	0.99	0.32	2.85750727937528	0.9990707598328
ASPC1_PANCREAS	ASPC1_PANCREAS	called	1	2.54	1	0.39	10	1	0.07	2.45960311115695	1.01448273889783
JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.96	0	0.51	8	1	0.08	2.01375270747048	0.981746490711571
SQ1_LUNG	SQ1_LUNG	high non-clonal	1	3.04	1	0.33	12	1	0.15	2.88637098926796	1.06917672989852
NCIH1793_LUNG	NCIH1793_LUNG	called	1	6.55	2	0.15	34	1	0.17	6.29653826102666	1.05679675544968
KLE_ENDOMETRIUM	KLE_ENDOMETRIUM	high non-clonal	1	2.7	1	0.37	11	1	0.22	2.58570965931585	1.02750391472321
NCIH2030_LUNG	NCIH2030_LUNG	high non-clonal	1	2.12	1	0.47	8	1	0.45	1.97387773223045	1.04818310891615
PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	high non-clonal	0.98	4.03	1	0.25	17	0.99	0.35	3.74323295369309	1.07187248667747
MDAMB453_BREAST	MDAMB453_BREAST	high non-clonal	1	2.19	0	0.46	9	1	0.18	2.03399125864675	1.06773348156527
NCIH69_LUNG	NCIH69_LUNG	called	1	1.64	0	0.61	6	1	0.09	1.55270721851134	1.06649933533447
RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.11	0	0.47	8	1	0.12	2.07508060767412	1.01471253189974
SNU1272_KIDNEY	SNU1272_KIDNEY	called	0.99	1.94	0	0.51	8	0.99	0.09	1.82202708479382	1.05236576537719
JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.07	0	0.48	8	0.99	0	1.95413895490814	1.05811320746653
SNU245_BILIARY_TRACT	SNU245_BILIARY_TRACT	called	1	3.24	1	0.31	13	1	0.16	3.03435839443568	1.07820694490353
MDAMB231_BREAST	MDAMB231_BREAST	high non-clonal	1	2.8	1	0.36	11	1	0.38	2.55998141832927	1.08955924128157
NCIH526_LUNG	NCIH526_LUNG	called	0.99	3.08	1	0.32	13	0.99	0.09	2.94453133183743	1.05094752266115
CAKI1_KIDNEY	CAKI1_KIDNEY	high non-clonal	0.97	6.51	2	0.15	34	0.99	0.36	6.42341343529384	1.03688433598156
BHY_UPPER_AERODIGESTIVE_TRACT	BHY_UPPER_AERODIGESTIVE_TRACT	high non-clonal	0.99	2.85	1	0.35	12	0.99	0.46	2.55985256272269	1.08104374813257
NCIH1437_LUNG	NCIH1437_LUNG	high non-clonal	1	2.89	1	0.35	12	1	0.25	2.55998141832927	1.11534651988962
NCIH2291_LUNG	NCIH2291_LUNG	high non-clonal	1	2.99	1	0.33	12	1	0.38	2.71828182845905	1.0715333359799
EFO21_OVARY	EFO21_OVARY	high non-clonal	1	2.88	1	0.35	12	1	0.33	2.58570965931585	1.08594895637436
IALM_LUNG	IALM_LUNG	high non-clonal	1	2.47	1	0.4	10	1	0.21	2.33964685192599	1.05203867939796
NCIH716_LARGE_INTESTINE	NCIH716_LARGE_INTESTINE	high non-clonal	1	2.83	1	0.35	11	1	0.25	2.69123447234926	1.02799056887986
RERFGC1B_STOMACH	RERFGC1B_STOMACH	called	1	2.74	1	0.36	11	1	0.16	2.55998141832927	1.05775237277448
G402_SOFT_TISSUE	G402_SOFT_TISSUE	called	0.99	2.09	0	0.47	8	0.99	0	1.99361518039577	1.04149908527171
NCIH1651_LUNG	NCIH1651_LUNG	high non-clonal	1	2.92	2	0.34	12	1	0.32	2.58570965931585	1.1033465094043
MKN7_STOMACH	MKN7_STOMACH	called	1	3.19	2	0.31	13	1	0.14	2.80106583469908	1.12800720530393
NCIH660_PROSTATE	NCIH660_PROSTATE	high non-clonal	0.98	3.24	1	0.31	13	0.99	0.22	3.12661098059287	1.01927700451487
MALME3M_SKIN	MALME3M_SKIN	high non-clonal	1	3.77	1	0.27	15	1	0.39	3.42122953628967	1.0819215831846
NCIH2122_LUNG	NCIH2122_LUNG	called	1	2.49	1	0.4	10	1	0.18	2.33964685192599	1.06175935301939
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2	0	0.5	8	1	0.02	2.09593551449436	0.950111956676871
TUHR14TKB_KIDNEY	TUHR14TKB_KIDNEY	high non-clonal	1	1.89	0	0.53	7	1	0.43	1.87761057926434	1.02624855369446
KP4_PANCREAS	KP4_PANCREAS	high non-clonal	1	3.19	1	0.31	13	1	0.32	3.00416602394643	1.04034477759264
OE21_OESOPHAGUS	OE21_OESOPHAGUS	high non-clonal	1	3.22	1	0.31	13	1	0.37	3.03435839443568	1.08306404458107
RCM1_LARGE_INTESTINE	RCM1_LARGE_INTESTINE	high non-clonal	0.98	3.33	1	0.3	14	0.99	0.28	3.25421039530929	0.990488767292997
SNU601_STOMACH	SNU601_STOMACH	called	0.99	2.24	0	0.44	9	0.99	0.18	2.07497615934942	1.06641139011133
MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	high non-clonal	0.98	3.27	1	0.3	13	0.99	0.36	3.18977271214321	1.06027754525014
DU4475_BREAST	DU4475_BREAST	called	1	4.07	1	0.25	17	1	0.07	4.30595952834521	0.943869965275745
RERFLCKJ_LUNG	RERFLCKJ_LUNG	called	0.99	2.99	1	0.33	12	0.99	0.19	2.82907460688253	1.03364729499802
MDAMB157_BREAST	MDAMB157_BREAST	high non-clonal	0.99	2.47	1	0.4	10	0.99	0.36	2.63781167951012	0.948121878532488
CAS1_CENTRAL_NERVOUS_SYSTEM	CAS1_CENTRAL_NERVOUS_SYSTEM	high non-clonal	1	1.87	0	0.53	7	1	0.47	1.7332530178674	1.06370896762195
NCIH322_LUNG	NCIH322_LUNG	called	1	2.38	1	0.42	9	1	0.19	2.27049983753241	1.04840119717844
YD38_UPPER_AERODIGESTIVE_TRACT	YD38_UPPER_AERODIGESTIVE_TRACT	called	0.99	2.91	1	0.34	12	0.99	0.14	2.63781167951012	1.10131762991085
SW579_THYROID	SW579_THYROID	high non-clonal	0.98	3.5	1	0.28	14	0.99	0.23	3.52524403673197	1.00384115663241
HUG1N_STOMACH	HUG1N_STOMACH	high non-clonal	1	2.9	1	0.34	12	1	0.14	2.7731947639643	1.0612466826362
CORL311_LUNG	CORL311_LUNG	called	0.98	3.45	1	0.29	14	0.99	0.11	3.56067332831359	0.984893184989528
SKMEL28_SKIN	SKMEL28_SKIN	high non-clonal	1	4.02	2	0.25	17	1	0.39	3.78104338756878	1.05951790639025
HCC1806_BREAST	HCC1806_BREAST	called	1	2.38	1	0.42	9	1	0.15	2.09593551449436	1.14033471563579
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.01	0	0.5	8	1	0.17	1.9155408290139	1.05263410327561
MFE296_ENDOMETRIUM	MFE296_ENDOMETRIUM	called	0.2	4.09	1	0.08	65	0.34	0.21	3.48621638761337	1.03860898805899
KYSE70_OESOPHAGUS	KYSE70_OESOPHAGUS	high non-clonal	1	2.69	1	0.37	11	1	0.37	2.55998141832927	1.05972367826172
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.6	1	0.38	10	0.99	0.14	2.55985256272269	1.01141350978721
YD10B_UPPER_AERODIGESTIVE_TRACT	YD10B_UPPER_AERODIGESTIVE_TRACT	high non-clonal	0.98	3.3	1	0.3	14	0.99	0.43	3.03420566126007	1.07655356636859
SNU1214_UPPER_AERODIGESTIVE_TRACT	SNU1214_UPPER_AERODIGESTIVE_TRACT	called	1	2.04	0	0.49	8	1	0.1	1.87761057926434	1.08213211796813
SF295_CENTRAL_NERVOUS_SYSTEM	SF295_CENTRAL_NERVOUS_SYSTEM	high non-clonal	1	3.13	1	0.32	13	1	0.32	3.00416602394643	1.06313212764513
MKN1_STOMACH	MKN1_STOMACH	high non-clonal	1	3.15	1	0.32	13	1	0.29	3.09565650012471	1.01991538049789
SNU5_STOMACH	SNU5_STOMACH	called	1	4.22	2	0.24	17	1	0.14	3.85742553069697	1.10221799220964
HEC265_ENDOMETRIUM	HEC265_ENDOMETRIUM	called	1	2	0	0.5	8	1	0.14	2.05443321064389	0.975119993534661
BT549_BREAST	BT549_BREAST	high non-clonal	1	4.23	2	0.24	17	1	0.5	4.0148500529942	1.0450381620781
NCIH196_LUNG	NCIH196_LUNG	called	1	2.42	1	0.41	10	1	0.17	2.22554092849247	1.08114329296678
TCCPAN2_PANCREAS	TCCPAN2_PANCREAS	high non-clonal	1	3.31	1	0.3	13	1	0.27	3.25437420288967	1.02382908082278
ABC1_LUNG	ABC1_LUNG	called	1	2.53	1	0.4	10	1	0.14	2.31636697678109	1.08377122821986
BT483_BREAST	BT483_BREAST	high non-clonal	1	3.91	2	0.26	16	1	0.28	4.13712044025139	0.942749712598434
KPNYN_AUTONOMIC_GANGLIA	KPNYN_AUTONOMIC_GANGLIA	called	1	1.97	0	0.51	8	1	0.01	1.9155408290139	1.0300841550599
COV504_OVARY	COV504_OVARY	high non-clonal	1	3.29	1	0.3	13	1	0.43	3.12676836518616	1.02422024379172
IGR37_SKIN	IGR37_SKIN	high non-clonal	1	1.76	0	0.57	7	1	0.32	1.69893230861855	1.02930184178891
NCIH889_LUNG	NCIH889_LUNG	called	0.99	2.93	1	0.34	12	0.99	0.08	2.80092484420804	1.04483336395506
UMUC1_URINARY_TRACT	UMUC1_URINARY_TRACT	high non-clonal	0.99	2.84	1	0.35	12	0.99	0.32	2.61156501476061	1.07869200159655
HCC1500_BREAST	HCC1500_BREAST	high non-clonal	1	1.75	0	0.57	7	1	0.38	1.78603843075007	1.01136421806049
HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.94	0	0.51	8	1	0.01	1.87761057926434	1.03491386298365
PC14_LUNG	PC14_LUNG	high non-clonal	1	3.33	1	0.3	14	1	0.21	3.12676836518616	1.07547872008228
KP3_PANCREAS	KP3_PANCREAS	called	1	2.78	1	0.36	11	1	0.09	2.74560101501692	1.01741700475328
NCIH524_LUNG	NCIH524_LUNG	high non-clonal	1	2.22	1	0.45	9	1	0.22	2.15976625378492	1.03675751825147
HGC27_STOMACH	HGC27_STOMACH	high non-clonal	1	3.08	2	0.32	12	1	0.21	2.82921701435156	1.1230521129904
RERFLCAD1_LUNG	RERFLCAD1_LUNG	high non-clonal	1	3.48	1	0.29	14	1	0.33	3.28708120738312	1.04757818897081
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	3.29	1	0.3	13	1	0.13	3.35348465254902	0.977398545715048
OV56_OVARY	OV56_OVARY	high non-clonal	1	3.79	1	0.26	16	1	0.23	3.74342137726086	1.00778375188969
MDAMB436_BREAST	MDAMB436_BREAST	high non-clonal	0.99	1.67	0	0.59	6	0.99	0.24	1.49174960726172	1.10692630692488
NCIH23_LUNG	NCIH23_LUNG	high non-clonal	1	2.56	1	0.39	10	1	0.23	2.36316069370579	1.08264203069504
L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	high non-clonal	0.99	2.89	1	0.34	12	0.99	0.23	2.88622570497723	1.01217252608659
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.27	0	0.44	9	0.99	0.05	2.03388887853745	1.11454013213353
NCIH522_LUNG	NCIH522_LUNG	called	1	2.42	1	0.41	10	1	0.14	2.27049983753241	1.08525471775129
HPAFII_PANCREAS	HPAFII_PANCREAS	called	1	2.61	1	0.38	10	1	0.15	2.55998141832927	1.00449137417943
HMC18_BREAST	HMC18_BREAST	high non-clonal	1	3.62	2	0.28	15	1	0.21	3.42122953628967	1.06697639917177
HARA_LUNG	HARA_LUNG	high non-clonal	1	2.95	1	0.34	12	1	0.26	2.63794445935415	1.11005561223446
GSU_STOMACH	GSU_STOMACH	high non-clonal	1	3.72	1	0.27	15	1	0.2	3.66929666761924	1.04598187574427
WM983B_SKIN	WM983B_SKIN	high non-clonal	1	2.59	1	0.39	10	1	0.46	2.31636697678109	1.10821591149825
